"","x"
"243",2.3153291893271
"244",1.80358266457832
"245",1.22136757852372
"246",2.85349814055626
"247",1.80401330786507
"248",2.78390481205005
"249",4.84922672981775
"250",2.91454397185357
"251",2.4608304409236
"252",2.91543154373441
"253",1.78183413572934
"254",2.35260238285462
"255",2.31097913509551
"256",1.76871591459561
"257",2.04160969113191
"258",1.55017016428555
"259",1.87825448694411
"260",2.09916431329977
"261",2.69635032536526
"262",2.00934812438901
"263",2.9913981406762
"264",3.1252568059094
"265",1.82646805389028
"266",2.79273966397328
"267",1.7507824183329
"268",3.25305015955802
"269",2.51925131549125
"270",2.27827521367577
"271",2.49358199022674
"272",2.31508708388139
"273",3.62222466373285
"274",2.19457716651325
"275",1.44632167762801
"276",2.3682834611517
"277",2.78630486922903
"278",1.25041748641771
"279",1.41609019591723
"280",2.09458506361534
"281",2.93128722435856
"282",1.57243547347512
"283",3.03242414039463
"284",3.60178749782321
"285",2.89263528337406
"286",2.20537602849531
"287",2.0797316333327
"288",3.78238745903944
"289",1.6207834425795
"290",2.55793640447515
"291",2.37027413114177
"292",1.52525079439376
"293",3.05492638388771
"294",2.93900204640904
"295",1.1019261014703
"296",1.98596055451426
"297",2.69237473440063
"298",2.96439974449897
"299",3.18914539749108
"300",2.28437954383227
"301",2.9161620830716
"302",1.79016813607815
"303",1.59335639683539
"304",3.32001029344774
"305",4.20445651561314
"306",3.1387282395678
"307",3.95709479364283
"308",4.29043077482665
"309",1.9235831908927
"310",3.96425825738805
"311",1.54075181160174
"312",1.89348751583886
"313",4.96310715536603
"314",2.81631473663064
"315",1.35890079569836
"316",1.91629916688543
"317",2.25825381994549
"318",2.22075670880678
"319",3.3640110394456
"320",1.75289910693434
"321",2.39359078138892
"322",1.89419408112772
"323",1.51235731233354
"324",2.57753785826686
"325",3.32800356278189
"326",2.193808845052
"327",3.21703001925026
"328",2.2304770053757
"329",2.5140114384571
"330",3.93530746608857
"331",3.22839330812435
"332",1.47378180290751
"333",2.28635591198277
"334",2.77389249784114
"335",4.1227691130731
"336",3.96611191787683
"337",3.13042461184195
"338",3.21372318155035
"339",1.46331722189365
"340",1.2636709385583
"341",3.15646072510915
"342",2.1177882224772
"343",2.99129941617367
"344",2.21453823392061
"345",4.31365681283237
"346",3.07550636632814
"347",2.0780883731691
"348",2.3351809953456
"349",1.85554939700535
"350",1.95422842920047
"351",1.54467448895038
"352",2.05565017747443
"353",1.81402853580567
"354",3.50301700397793
"355",1.31624004738797
"356",2.52589763814973
"357",3.24701585537116
"358",2.49275443711662
"359",4.01164899981361
"360",4.28395146688719
"361",2.3971762144711
"362",2.93356987009004
"363",2.27349836156821
"364",1.93102201402589
"365",1.86057290082458
"366",2.29805711264427
"367",1.56787622763199
"368",1.71970962163446
"369",2.83348349755046
"370",3.28556657332603
"371",4.00534032774116
"372",2.98335674388492
"373",1.636043378055
"374",2.29646462983959
"375",4.54118123489772
"376",1.57677789036494
"377",1.36817653854529
"378",4.67031324987935
"379",3.4753552875864
"380",2.51844445955615
"381",1.62199002672866
"382",2.25817967831487
"383",2.46612613443308
"384",1.89870606443138
"385",1.970813186219
"386",2.1266519896189
"387",1.79818828000172
"388",2.04336201424133
"389",1.60924663608325
"390",2.91765913373502
"391",4.32075035991488
"392",2.33754978368164
"393",2.59906321984257
"394",1.88387273859618
"395",1.52484689275245
"396",2.33907722108588
"397",1.71978133610575
"398",1.53225955252504
"399",2.36879101967924
"400",2.35612123144749
"401",2.3599025293249
"402",1.31214006253958
"403",2.44645447336979
"404",1.95038212639072
"405",1.30129394204138
"406",1.31235348410348
"407",1.6388930924589
"408",2.60406177427797
"409",2.52219615961518
"410",1.24238530044666
"411",5.38615809332693
"412",1.42635075693315
"413",2.81467131531031
"414",2.1678318135482
"415",3.18984549599043
"416",1.63555910382788
"417",2.38363408394163
"418",1.65975209480158
"419",2.34261319225374
"420",1.66849472395346
"421",2.16645616754461
"422",2.04861747093395
"423",2.4430281503184
"424",1.99187679138264
"425",2.61255907286972
"426",2.28445182277589
"427",3.36660358779669
"428",1.5141500194138
"429",1.78620436096706
"430",1.75528125944478
"431",1.74013007160592
"432",3.34066422180472
"433",2.29046353381776
"434",2.16095450933297
"435",2.23316405046713
"436",3.84603438603009
"437",2.70490822940086
"438",1.3668990914666
"439",3.73424535392836
"440",1.69004315823243
"441",2.83312222782851
"442",1.85705797670499
"443",1.6993816901995
"444",2.36988908547327
"445",1.02601016811643
"446",3.2325741620738
"447",2.88563571036284
"448",1.63882942118889
"449",3.42890773697343
"450",3.25171505111113
"451",2.54863386417644
"452",2.03053022633504
"453",4.44582082611854
"454",2.70412844694068
"455",2.21647457340039
"456",2.44510740858678
"457",3.43806781286198
"458",1.98376283513629
"459",1.45482989456117
"460",3.45793567499702
"461",2.90113069028492
"462",1.91067859693633
"463",1.17035721002054
"464",2.00455293390121
"465",2.69855043697419
"466",2.39178391375302
"467",1.64785695753048
"468",2.38271921031855
"469",1.92395011765557
"470",2.26332456737771
"471",1.59642300702852
"472",2.03864637841439
"473",2.89052928514359
"474",2.14365180491691
"475",2.25055296146412
"476",1.71185343142107
"477",3.69517889359732
"478",2.0647443803219
"479",2.86153105102208
"480",2.28967226987988
"481",2.39660004272285
"482",2.12089007837454
"483",2.03378385730666
"484",2.41601225421339
"485",3.70311919187666
"486",2.03567556236601
"487",3.55127475772247
"488",3.32814391934747
"489",2.49852526497866
"490",3.86711307203006
"491",3.1447958295821
"492",1.93978310047133
"493",2.32577014868208
"494",2.12478378221736
"495",1.97199712072605
"496",2.04991735529292
"497",3.56883900700433
"498",3.77185013381638
"499",2.92808383957533
"500",2.71774005413847
"501",3.72839403766667
"502",2.19758395315606
"503",2.4381151190516
"504",2.47163345330724
"505",2.00073644625972
"506",1.74549599893966
"507",1.82686355391441
"508",2.27886411837651
"509",6.6312217550899
"510",3.86194315431083
"511",3.10296719812225
"512",2.5994888552608
"513",2.89584922639469
"514",1.13133474400434
"515",3.08786599600167
"516",2.98483764907191
"517",2.70355084748728
"518",2.8427048727575
"519",1.32313989390642
"520",2.71885613282113
"521",2.10626374230283
"522",3.95013426680883
"523",1.45166542071225
"524",2.90810068210172
"525",1.56710517758945
"526",1.79474160840149
"527",2.70767092832895
"528",5.05894440813121
"529",3.01943269045647
"530",3.11039367852076
"531",3.05758473861535
"532",2.16797530070883
"533",2.63915696909208
"534",2.89533728293542
"535",2.19613461012233
"536",2.30480261309003
"537",1.48193106929395
"538",2.43917438951709
"539",2.41672845954743
"540",1.52738922997124
"541",1.31268917331008
"542",2.4857001799012
"543",2.92866105770071
"544",2.18693718130343
"545",1.91941769443468
"546",2.21210750042979
"547",3.28238592968998
"548",1.62436430588386
"549",5.19472422937518
"550",2.3123415939936
"551",2.76076408883124
"552",1.87026690803151
"553",3.42732258943878
"554",2.1897280746051
"555",3.14953498976896
"556",2.68742856842002
"557",4.27620692883181
"558",1.31485567813946
"559",3.42209994033545
"560",3.13380151391374
"561",2.14759987744906
"562",2.31023170001888
"563",2.17292101488368
"564",1.85178267825478
"565",3.88781877821865
"566",1.16889708713045
"567",3.27322856698235
"568",2.26228528235055
"569",2.46915298223434
"570",3.23060570595802
"571",1.47066260579021
"572",3.39053818090967
"573",2.4828329856548
"574",2.93884085400996
"575",2.29496722117339
"576",2.85167854738426
"577",2.75301309707997
"578",3.40034464153426
"579",1.81295851156146
"580",2.77510709213113
"581",3.47448816143782
"582",2.9109365750635
"583",2.55281064326522
"584",2.91241639714112
"585",1.83569284865826
"586",2.35094808512888
"587",2.55201166626692
"588",2.24043921796637
"589",1.14329656100593
"590",2.68719810095279
"591",1.48047413761321
"592",2.18191160756358
"593",1.70971437955105
"594",1.77162855115866
"595",2.0772756397767
"596",2.08865493682017
"597",1.59039636580058
"598",1.30732234838394
"599",1.96651189257628
"600",1.55268378190444
"601",1.48054004504729
"602",2.66810526468066
"603",1.23279228145723
"604",2.26501944273963
"605",1.69153135647567
"606",1.76881504204571
"607",1.83577542311937
"608",1.36643233835282
"609",2.98283425540551
"610",2.94901686007495
"611",2.23902075407088
"612",3.07088460336465
"613",1.6767512073453
"614",2.98989214180626
"615",2.13127014890808
"616",1.74801087046844
"617",3.54713722628239
"618",2.95276049723813
"619",1.44410739959838
"620",1.79846382072544
"621",2.28954576205197
"622",3.56350610861996
"623",2.88814912993536
"624",1.99029141768307
"625",1.63587231859602
"626",2.26408099249462
"627",1.50593624262458
"628",2.21631341474103
"629",4.67278579579762
"630",1.97889616693101
"631",1.35125443436744
"632",1.58630313514302
"633",2.47933516024438
"634",4.32439639217597
"635",3.56726805665321
"636",2.01738616207483
"637",3.51322680323423
"638",1.47908532536121
"639",2.42608718673087
"640",2.04196239334781
"641",2.8279556827493
"642",3.54266545885497
"643",3.34834584151283
"644",2.71063681105745
"645",3.30378803468512
"646",1.243341728111
"647",1.85649709988032
"648",2.13676365314271
"649",3.37605229072325
"650",3.06116798960023
"651",5.04115980913568
"652",1.54615157268305
"653",3.45553838156388
"654",2.17204684857738
"655",1.19256159545559
"656",3.5244199739877
"657",1.60566815798025
"658",1.81847496050446
"659",1.57748083849554
"660",3.34409336707114
"661",1.96857747486127
"662",3.00371365119747
"663",2.02952360701137
"664",2.90268846334156
"665",2.3263361111076
"666",3.01944796212353
"667",1.32018388474302
"668",2.80775657093153
"669",2.7094112114447
"670",2.64309570109953
"671",1.90095189166313
"672",2.55198635761176
"673",2.46611208178776
"674",2.60082373545955
"675",1.65614468986706
"676",2.27015172245879
"677",2.41954056977473
"678",2.13239958157704
"679",1.73431672640309
"680",2.95266141565947
"681",1.65689959210372
"682",2.80274983968891
"683",2.25148258250496
"684",2.58269929032816
"685",4.53937684523961
"686",3.27240663458874
"687",1.8594649660857
"688",1.62202034520009
"689",2.837972705685
"690",1.74949770598458
"691",1.55206690824751
"692",1.90802225420207
"693",2.07251654144115
"694",2.94669793633064
"695",2.55925269773812
"696",2.82863658228226
"697",2.01034459684644
"698",2.3512918060217
"699",2.09691247262447
"700",1.75578442109176
"701",2.67319234106107
"702",3.50969321858923
"703",2.0971094582496
"704",1.86331604265448
"705",1.71328733384573
"706",3.33134466563078
"707",3.69882767188951
"708",2.56437085281007
"709",1.84932555340924
"710",2.18706974198641
"711",3.99507486500484
"712",3.01416304830111
"713",1.4931879813136
"714",3.06409781688329
"715",2.00344983786559
"716",2.26189573066281
"717",3.61341965725323
"718",1.59559984316834
"719",3.8533829622076
"720",1.76291263418019
"721",3.07523824808641
"722",2.2270962870342
"723",1.89309379848052
"724",1.74365606956387
"725",1.98643536106291
"726",3.73768764196412
"727",2.74262608321045
"728",2.95969549798139
"729",1.91710960166221
"730",3.01556096104778
"731",2.33161509200065
"732",1.59312650947685
"733",2.2971229144005
"734",1.4268637274621
"735",2.72454299506221
"736",3.08100513486644
"737",1.96821084586609
"738",2.90258851634489
"739",1.98330900758528
"740",4.1345476357517
"741",2.41725191105637
"742",1.7662422113786
"743",2.26937601961026
"744",1.83593974872775
"745",1.66641182287588
"746",1.565892405846
"747",2.48164926695665
"748",2.54236034728485
"749",2.24689080553295
"750",3.21316044039922
"751",2.34769452730365
"752",1.99062897861577
"753",2.29375038431635
"754",1.73187798075166
"755",1.90869869706569
"756",1.84910765115682
"757",2.98122417744572
"758",1.34938560776894
"759",1.87928409131104
"760",3.52143872113316
"761",1.93663861444678
"762",1.92398914402714
"763",3.98064111713352
"764",1.53641103039971
"765",1.48999554751784
"766",1.63276893422039
"767",3.42571208600032
"768",3.43852254900806
"769",3.60654401946159
"770",2.8063766890433
"771",2.22365508130074
"772",1.69499713691908
"773",4.09458326392789
"774",1.87178360683137
"775",2.78759655717056
"776",2.64485121492377
"777",2.13956378011997
"778",3.41349916607806
"779",1.5201193185281
"780",1.64006374083609
"781",2.44635100360968
"782",2.86101284356599
"783",1.61299397164167
"784",2.02998495814407
"785",1.90903319575736
"786",2.75957439233719
"787",4.01597298739555
"788",1.73412995131937
"789",3.25868982424349
"790",1.52337964483594
"791",5.27738846684579
"792",2.48492912619577
"793",2.42767198972002
"794",3.5066299287922
"795",1.39081631677102
"796",3.78705990777189
"797",3.42071097923071
"798",4.59305927074046
"799",1.8199129647759
"800",2.48298414935978
"801",1.98647828729771
"802",2.73130169726234
"803",3.29963608594597
"804",2.34554627975894
"805",2.35507566288586
"806",2.94371625490905
"807",3.36328708214874
"808",2.15527995875209
"809",2.1341783638006
"810",1.84782753184799
"811",1.85245685013925
"812",3.15041124275334
"813",2.38531423946578
"814",2.00190763324466
"815",1.32549921561959
"816",2.60072862776629
"817",1.7506121999377
"818",1.79104667049028
"819",1.57760015741777
"820",3.04308970299335
"821",2.78387733704477
"822",2.03796314868631
"823",2.41415618109762
"824",1.29081048836697
"825",2.33992983278181
"826",4.90075370258342
"827",2.27945065726258
"828",2.72965975757917
"829",1.29068996553443
"830",2.19077777374897
"831",3.79011404379492
"832",2.67526518928173
"833",1.41469652913582
"834",2.83611870373245
"835",1.76346374753492
"836",1.23321623805464
"837",2.90981753264536
"838",2.49550335804426
"839",4.50752729512828
"840",2.27920591875868
"841",2.12061938167322
"842",1.39876058070532
"843",2.20598508243759
"844",2.61303970712204
"845",2.21460995263497
"846",3.27378241823015
"847",3.01294503596109
"848",2.10336052949885
"849",1.4708079130627
"850",2.46251935484826
"851",3.2668000709211
"852",1.64759325726941
"853",3.30146259208089
"854",1.90902369537408
"855",2.03480004737738
"856",1.75280591883654
"857",5.5427302340458
"858",4.62268626238256
"859",4.53387511018354
"860",1.73073436364516
"861",1.51466029954663
"862",1.97124816007954
"863",1.78913315671633
"864",1.70327899220347
"865",3.11274854305116
"866",3.61566103044933
"867",1.36512263053081
"868",1.75290668940972
"869",2.26901813619451
"870",1.50007386069679
"871",1.546361553169
"872",1.50757802675518
"873",2.55619184592392
"874",2.13226498549046
"875",2.36734426350074
"876",2.51943305924833
"877",2.23731708845185
"878",2.34821152519556
"879",1.3582829960084
"880",2.86428655352502
"881",1.72181542327909
"882",2.22362214774019
"883",3.2294157897047
"884",1.69456600406394
"885",2.45058440298006
"886",3.32354415166245
"887",2.9947130596264
"888",2.38878304920484
"889",2.28589767917925
"890",1.1481518341776
"891",4.41172115072316
"892",2.10986617382919
"893",3.49197450640126
"894",3.17445169748792
"895",2.62465533777555
"896",1.48044676330632
"897",1.32387960181135
"898",1.80033391030938
"899",2.69106997929422
"900",2.17383444232432
"901",2.21916923503356
"902",2.43365334025743
"903",1.60465102940028
"904",1.68241546799013
"905",1.48692993028426
"906",2.42191644779634
"907",2.91981920553272
"908",2.23423843492157
"909",2.81691714341432
"910",1.16708783741772
"911",1.42137219276605
"912",1.3222469005508
"913",2.6926756368801
"914",3.2664157808159
"915",2.93416217130374
"916",3.30763660136995
"917",3.02207915273811
"918",2.53537153863935
"919",2.17371311397875
"920",2.20598499698065
"921",2.05844230882549
"922",1.33958216132581
"923",3.13382607264787
"924",2.39835308954698
"925",1.76944110947992
"926",2.38211765953731
"927",2.70797257307458
"928",3.70508526322062
"929",3.67093011949003
"930",2.00810662926153
"931",2.55232775244917
"932",2.42052859257803
"933",1.17178456952982
"934",2.9500146125192
"935",1.77445142333496
"936",3.51797707426552
"937",2.36053981729507
"938",2.81391848033046
"939",2.21489387454286
"940",2.27884199154681
"941",1.89864769802561
"942",2.43003998783723
"943",5.51003057140899
"944",2.95095781317312
"945",2.96156976219712
"946",2.47993508179691
"947",3.71015135084489
"948",1.49119728039356
"949",2.28158496489574
"950",4.68319807180889
"951",2.35566525257012
"952",1.52912646885973
"953",2.50556455351063
"954",1.90398286811053
"955",1.75030071329714
"956",4.30673282699947
"957",2.3318274086024
"958",1.78650582176642
"959",1.54312454909687
"960",1.73056086710467
"961",3.25378152005976
"962",1.52512141982275
"963",2.01846978426722
"964",1.98847526403715
"965",2.48181253272806
"966",1.85411493387645
"967",1.65584345261744
"968",2.20675661883863
"969",4.4068107204914
"970",2.98721090990988
"971",4.44567829066465
"972",4.53035957010827
"973",2.47324604879146
"974",2.86620715978916
"975",1.97426263252883
"976",3.26081252825765
"977",3.12048396334207
"978",1.19012311366305
"979",5.48013269687675
"980",2.38167350152636
"981",1.78289278668215
"982",2.47990757765584
"983",3.25716479950372
"984",2.04551488134583
"985",4.13059061526342
"986",2.10608416369117
"987",2.4278539499677
"988",1.85398855000043
"989",2.19681611607872
"990",2.69934160116459
"991",3.14744438097452
"992",1.91262528406084
"993",1.34447037527799
"994",2.91616183348262
"995",1.48809325080749
"996",2.07290592483899
"997",2.37095429779151
"998",4.18931749870327
"999",2.57793539745591
"1000",2.02912210458168
"1001",2.59613820734329
"1002",2.66191952593953
"1003",4.3651546332632
"1004",1.84050584806045
"1005",3.02252709041623
"1006",1.33528344230923
"1007",1.157519675778
"1008",3.07975191444672
"1009",2.27844080036843
"1010",5.18240482833923
"1011",1.72919096276538
"1012",2.37836386533673
"1013",1.59999661815578
"1014",1.36417397691847
"1015",2.3818902343131
"1016",2.14436810978985
"1017",2.47557416310327
"1018",2.55009478246554
"1019",3.11705937495835
"1020",2.55929678922077
"1021",3.59354946409012
"1022",2.37087308789958
"1023",3.47094036448362
"1024",4.5196715123674
"1025",4.33672758649668
"1026",2.11281517467555
"1027",3.29824198378349
"1028",2.1091212957846
"1029",2.27918068913107
"1030",1.89981035596662
"1031",2.11497470001475
"1032",3.98746838028502
"1033",2.85063218159182
"1034",2.17630559110581
"1035",1.69453980312188
"1036",4.19723013648169
"1037",3.98238727267179
"1038",3.47407110298686
"1039",2.6408190337901
"1040",1.79047059578995
"1041",2.32001921977894
"1042",3.42042591723671
"1043",2.33445305306043
"1044",3.29123034444378
"1045",1.71817834815509
"1046",2.44438114059101
"1047",1.85648898041055
"1048",2.63378643153075
"1049",1.71530775080419
"1050",1.46944153351278
"1051",3.24198715848384
"1052",1.40687726572242
"1053",3.62214283560122
"1054",1.80799879249851
"1055",5.47178310996665
"1056",1.68680871386062
"1057",1.52715528403474
"1058",1.93426715557982
"1059",2.03313400013215
"1060",2.70891079190252
"1061",2.69331383801041
"1062",1.24413704301363
"1063",3.21447172207627
"1064",1.6833622304343
"1065",1.54875955353707
"1066",1.51814124221968
"1067",2.8554969390689
"1068",1.99422111055865
"1069",1.8679915146708
"1070",2.73272487189775
"1071",2.75857398380693
"1072",1.67806691046014
"1073",2.43911918269285
"1074",2.39041327944566
"1075",4.36329427192212
"1076",2.24259684035193
"1077",2.7183593045962
"1078",2.80447332914968
"1079",1.54179541022947
"1080",3.30044005364915
"1081",1.18361732488197
"1082",4.43433033610658
"1083",2.12638573780607
"1084",2.02142165796353
"1085",2.20927432784925
"1086",2.58528902304508
"1087",2.45019074943549
"1088",1.53253614158756
"1089",3.19380501110844
"1090",1.77946951045366
"1091",2.96136455486107
"1092",2.11449780740208
"1093",1.61843000386213
"1094",2.89657774704787
"1095",2.71512278132858
"1096",1.85940877178829
"1097",3.91885709472283
"1098",1.580689301425
"1099",3.31980271336797
"1100",2.59448164646376
"1101",2.28085820265348
"1102",2.29133576219661
"1103",1.65659620234676
"1104",2.5780908964119
"1105",1.86294569637557
"1106",3.17331197825225
"1107",1.97211180241579
"1108",2.68826275893748
"1109",3.11636643474516
"1110",1.73624022853727
"1111",3.57581498487372
"1112",1.99005796609106
"1113",3.10887825594369
"1114",1.16485518761741
"1115",2.94109305132815
"1116",2.74585384009
"1117",2.5848463441922
"1118",3.93068880844982
"1119",1.35755356819215
"1120",2.85434807822985
"1121",2.18010687883823
"1122",1.78174524231345
"1123",1.5593289280034
"1124",2.34091556861869
"1125",1.73901032750705
"1126",2.57782806186376
"1127",2.62282093856304
"1128",2.19971670179356
"1129",1.75597138576687
"1130",2.31231602042675
"1131",2.18225544800723
"1132",3.11205955490564
"1133",2.21537923906981
"1134",1.83590196367374
"1135",2.14680416876681
"1136",3.10804587079802
"1137",3.7062970743642
"1138",2.92028885101805
"1139",2.13839890518453
"1140",1.84582972225462
"1141",2.93042978776716
"1142",2.17023350567227
"1143",4.95859961982771
"1144",2.44827444721108
"1145",2.28564740221163
"1146",2.20627955776715
"1147",2.00822002521353
"1148",3.80464658507732
"1149",2.72598606139657
"1150",1.78949986216455
"1151",2.33260740663487
"1152",1.56349955636173
"1153",3.90784038910256
"1154",2.27215650034962
"1155",1.73805345348937
"1156",2.90576499710099
"1157",2.66233428167547
"1158",1.40744508390359
"1159",2.33840442448843
"1160",1.82306592583994
"1161",2.67329453049451
"1162",2.36214328634338
"1163",2.60516457620482
"1164",1.27326329767723
"1165",2.27752235202755
"1166",2.43441668009882
"1167",1.74118149317865
"1168",2.11760830047591
"1169",1.90714836812861
"1170",4.05835354386801
"1171",3.93172185167062
"1172",1.44950978288129
"1173",1.40018647996035
"1174",2.83417788724345
"1175",1.4553864692337
"1176",3.05242713760658
"1177",2.76072347341763
"1178",3.20587453311033
"1179",3.25941758859565
"1180",2.00322134393795
"1181",4.52664403075849
"1182",3.37080754363503
"1183",2.40396989920215
"1184",1.54180373167629
"1185",2.57560467770509
"1186",2.0681645924974
"1187",2.20238141395091
"1188",1.81064572721802
"1189",1.70657081062223
"1190",3.17272093295681
"1191",3.26104803111362
"1192",3.06758124346192
"1193",1.70913524034486
"1194",2.20938440319439
"1195",1.23641042859315
"1196",5.07425750761137
"1197",2.60318924794719
"1198",2.45759412540263
"1199",1.25030678794257
"1200",2.55543465675696
"1201",1.78826935076462
"1202",2.66768836922316
"1203",2.55055630020374
"1204",3.7159534957648
"1205",1.74121993278203
"1206",1.99253495649219
"1207",1.8640920723697
"1208",2.29035722764244
"1209",2.23402178733397
"1210",2.11208932844055
"1211",2.74390075680249
"1212",2.87436589337523
"1213",4.28247515051927
"1214",2.70151418615355
"1215",2.74380650781739
"1216",1.44192052780998
"1217",2.93663374745065
"1218",2.85964619441816
"1219",2.11173387898043
"1220",1.73099962113301
"1221",1.80824792185066
"1222",2.55377773934389
"1223",2.35888439707646
"1224",2.89527636328996
"1225",2.87816093624156
"1226",3.21633786467561
"1227",1.41719400960495
"1228",3.82129831552424
"1229",2.603011658811
"1230",1.4242320445652
"1231",3.16535414571003
"1232",2.0947076869958
"1233",1.78631314884034
"1234",2.29436835044976
"1235",3.83117596587199
"1236",1.51540161312681
"1237",1.50943386914045
"1238",3.13917583508203
"1239",1.1172980039901
"1240",3.00934593390019
"1241",2.41545989907112
"1242",1.90473226363575
"1243",2.20066290429613
"1244",4.20514655482661
"1245",1.84593819965043
"1246",2.98899205027657
"1247",1.78450689720967
"1248",2.5838517305166
"1249",4.23600332353239
"1250",1.80309177368986
